,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
372,masterton,NZ,1601925154.0,-40.96,175.66,57.0,86.0,7.0,5.99
373,mahanje,TZ,1601924947.0,-9.93,35.33,75.13,36.0,34.0,4.0
374,kyzyl-suu,KG,1601925154.0,42.34,78.0,45.66,49.0,54.0,12.21
376,akyab,MM,1601925154.0,20.15,92.9,80.55,85.0,71.0,9.48
378,antofagasta,CL,1601924827.0,-23.65,-70.4,66.0,72.0,75.0,13.87
379,zhigansk,RU,1601924843.0,66.77,123.37,39.51,93.0,100.0,16.22
381,marsh harbour,BS,1601924845.0,26.54,-77.06,84.0,77.0,59.0,14.16
382,cortes,ES,1601925155.0,41.94,-1.44,59.0,62.0,0.0,4.7
383,purranque,CL,1601925155.0,-40.92,-73.17,51.8,53.0,75.0,5.82
384,haines junction,CA,1601924840.0,60.75,-137.51,43.11,82.0,100.0,6.44
385,ucluelet,CA,1601924566.0,48.93,-125.55,60.01,93.0,75.0,5.82
386,aquiraz,BR,1601925155.0,-3.9,-38.39,86.0,62.0,20.0,20.8
387,severodvinsk,RU,1601924814.0,64.56,39.83,46.4,93.0,90.0,2.24
388,kruisfontein,ZA,1601924810.0,-34.0,24.73,60.01,92.0,0.0,3.0
389,talnakh,RU,1601924830.0,69.49,88.4,26.6,92.0,75.0,8.95
390,yarmouth,US,1601925155.0,41.71,-70.23,66.2,59.0,40.0,10.29
391,tezu,IN,1601925155.0,27.92,96.17,72.28,86.0,92.0,3.24
392,muscat,OM,1601925038.0,23.61,58.59,84.2,74.0,0.0,2.24
393,kiunga,PG,1601925156.0,-6.12,141.29,73.56,98.0,100.0,2.08
394,kendari,ID,1601925156.0,-3.94,122.5,75.22,89.0,96.0,3.8
395,nizhniy tsasuchey,RU,1601925156.0,50.52,115.13,30.18,88.0,0.0,4.18
396,chegutu,ZW,1601925156.0,-18.13,30.14,79.77,33.0,67.0,9.89
397,yar-sale,RU,1601925156.0,66.83,70.83,31.5,94.0,61.0,11.3
398,praya,CV,1601925156.0,14.92,-23.51,82.4,61.0,20.0,8.05
399,tuatapere,NZ,1601924849.0,-46.13,167.68,48.99,73.0,85.0,15.01
400,pemba,MZ,1601925156.0,-12.97,40.52,76.96,81.0,100.0,8.43
401,doctor mora,MX,1601925156.0,21.14,-100.31,69.01,39.0,40.0,5.82
402,tymovskoye,RU,1601925157.0,50.85,142.66,46.96,91.0,100.0,9.91
403,havre-saint-pierre,CA,1601924823.0,50.23,-63.6,46.4,75.0,90.0,4.7
404,alyangula,AU,1601925157.0,-13.85,136.42,69.8,94.0,0.0,6.67
405,lagunas,PE,1601925157.0,-5.23,-75.68,93.11,43.0,32.0,2.89
406,carutapera,BR,1601924830.0,-1.2,-46.02,84.7,67.0,43.0,9.42
408,tocopilla,CL,1601925157.0,-22.09,-70.2,66.31,51.0,38.0,9.48
409,ugoofaaru,MV,1601924852.0,5.67,73.0,82.18,78.0,49.0,14.0
410,camabatela,AO,1601925157.0,-8.19,15.38,67.37,92.0,100.0,2.91
411,bolitoc,PH,1601925157.0,15.74,119.88,79.63,80.0,84.0,4.32
412,ohara,JP,1601925086.0,35.25,140.38,69.8,82.0,75.0,3.36
413,muncar,ID,1601925158.0,-8.43,114.33,74.66,84.0,98.0,4.83
414,bonthe,SL,1601924828.0,7.53,-12.51,78.42,80.0,99.0,6.46
415,byron bay,AU,1601924916.0,-28.65,153.62,57.99,93.0,23.0,3.96
416,sorland,NO,1601924828.0,67.67,12.69,53.6,71.0,100.0,10.29
417,adrar,MR,1601924797.0,20.5,-10.07,89.06,42.0,100.0,2.1
419,beroroha,MG,1601925158.0,-21.67,45.17,70.63,59.0,0.0,6.44
420,nizhnyaya salda,RU,1601925158.0,58.08,60.72,35.71,83.0,0.0,9.93
422,bilma,NE,1601924817.0,18.69,12.92,91.87,14.0,43.0,3.02
423,great yarmouth,GB,1601925159.0,52.61,1.73,55.99,99.0,100.0,4.0
424,namwala,ZM,1601925159.0,-15.75,26.44,83.35,23.0,36.0,8.03
425,savannah bight,HN,1601925159.0,16.45,-85.85,81.93,80.0,98.0,28.59
426,payakumbuh,ID,1601925159.0,-0.22,100.63,69.1,89.0,18.0,2.55
427,portland,US,1601925105.0,45.52,-122.68,64.0,77.0,90.0,4.7
428,posse,BR,1601925159.0,-14.09,-46.37,96.82,13.0,0.0,12.28
429,dogondoutchi,NE,1601925159.0,13.64,4.03,95.16,25.0,0.0,4.63
430,bonavista,CA,1601924812.0,48.65,-53.11,48.0,82.0,100.0,4.0
431,dalnerechensk,RU,1601925159.0,45.93,133.72,41.31,94.0,83.0,6.15
432,deputatskiy,RU,1601924823.0,69.3,139.9,18.54,91.0,37.0,6.26
433,totness,SR,1601925160.0,5.88,-56.32,85.14,70.0,63.0,9.33
434,tautira,PF,1601925160.0,-17.73,-149.15,80.6,65.0,75.0,3.36
435,helena,US,1601925160.0,46.59,-112.04,73.0,26.0,1.0,13.87
436,jalapa,MX,1601924914.0,19.53,-96.92,71.96,48.0,1.0,5.21
437,kaeo,NZ,1601924831.0,-35.1,173.78,54.0,95.0,100.0,3.0
438,nangwa,TZ,1601925160.0,-4.47,35.45,61.99,40.0,0.0,6.67
439,muli,MV,1601925160.0,2.92,73.57,82.8,78.0,48.0,13.76
440,safford,US,1601925160.0,32.83,-109.71,87.8,10.0,1.0,6.08
441,tondano,ID,1601925160.0,1.3,124.91,75.2,94.0,40.0,2.24
442,matagami,CA,1601925161.0,49.75,-77.63,53.6,40.0,40.0,11.41
443,waddan,LY,1601925161.0,29.16,16.14,88.48,13.0,0.0,13.65
445,lianzhou,CN,1601925161.0,24.78,112.38,58.24,77.0,100.0,5.1
446,kumbo,CM,1601925161.0,6.2,10.67,60.71,90.0,65.0,1.79
447,frunze,UA,1601925161.0,48.67,38.75,54.93,42.0,0.0,9.64
448,trairi,BR,1601925161.0,-3.28,-39.27,83.03,64.0,68.0,17.05
449,bathsheba,BB,1601924806.0,13.22,-59.52,86.0,70.0,40.0,11.41
451,lormi,IN,1601925161.0,22.28,81.73,74.57,88.0,100.0,5.88
453,quelimane,MZ,1601925020.0,-17.88,36.89,77.0,78.0,20.0,6.93
454,vila velha,BR,1601924857.0,-20.33,-40.29,82.99,69.0,20.0,11.41
455,berdigestyakh,RU,1601925162.0,62.1,126.7,33.03,95.0,100.0,7.34
457,lata,PT,1601925162.0,40.16,-8.33,62.01,85.0,88.0,4.0
458,la fleche,FR,1601925162.0,47.7,-0.08,57.2,76.0,32.0,12.75
459,camapua,BR,1601925162.0,-19.53,-54.04,108.34,9.0,32.0,4.94
460,kijang,KR,1601925162.0,35.24,129.21,57.2,58.0,100.0,5.82
461,ixtapa,MX,1601925162.0,20.7,-105.2,91.4,38.0,5.0,2.24
462,rawatbhata,IN,1601925163.0,24.93,75.58,76.68,27.0,0.0,4.72
463,evensk,RU,1601925163.0,61.95,159.23,36.41,94.0,100.0,12.12
464,broome,US,1601924835.0,42.25,-75.83,60.01,68.0,100.0,1.01
465,maceio,BR,1601924967.0,-9.67,-35.74,84.2,54.0,40.0,11.41
466,synya,RU,1601925163.0,65.37,58.04,36.73,94.0,100.0,8.08
468,kudahuvadhoo,MV,1601925163.0,2.67,72.89,82.71,78.0,87.0,14.41
469,constitucion,CL,1601924830.0,-35.33,-72.42,56.57,65.0,0.0,16.51
470,komsomolskiy,UZ,1601924804.0,40.43,71.72,57.2,47.0,100.0,4.7
471,batagay-alyta,RU,1601925163.0,67.8,130.41,26.64,92.0,100.0,4.45
472,foumban,CM,1601925164.0,5.73,10.9,65.71,89.0,96.0,2.39
473,sola,VU,1601925164.0,-13.88,167.55,78.8,88.0,40.0,15.26
474,bandarbeyla,SO,1601924859.0,9.49,50.81,77.83,86.0,6.0,9.46
475,sorong,ID,1601924857.0,-0.88,131.25,77.94,87.0,97.0,7.87
476,lakheri,IN,1601925164.0,25.67,76.17,77.95,24.0,0.0,1.39
477,sao filipe,CV,1601924820.0,14.9,-24.5,78.21,66.0,4.0,6.55
478,warangal,IN,1601925164.0,18.0,79.58,75.99,75.0,100.0,6.8
479,murzzuschlag,AT,1601925164.0,47.6,15.68,55.0,71.0,100.0,1.01
480,cayenne,GF,1601925165.0,4.93,-52.33,80.6,78.0,75.0,3.36
481,mount gambier,AU,1601924849.0,-37.83,140.77,41.0,93.0,40.0,4.7
482,guerrero negro,MX,1601925165.0,27.98,-114.06,96.13,18.0,93.0,9.08
483,oranjestad,AW,1601925165.0,12.52,-70.03,89.6,66.0,40.0,13.87
484,aksay,RU,1601925165.0,47.26,39.87,62.6,25.0,0.0,15.66
486,kachug,RU,1601925165.0,53.96,105.88,31.64,95.0,0.0,1.57
487,carbonia,IT,1601925165.0,39.17,8.52,66.2,68.0,0.0,6.93
488,moree,AU,1601925165.0,-29.47,149.85,62.6,55.0,0.0,10.29
489,yenagoa,NG,1601925165.0,4.92,6.26,76.87,92.0,100.0,5.08
490,campina verde,BR,1601925165.0,-19.54,-49.49,101.86,13.0,94.0,7.81
492,santiago de cuba,CU,1601925166.0,20.02,-75.82,87.8,62.0,40.0,16.11
493,makueni,KE,1601925166.0,-1.8,37.62,69.66,78.0,0.0,7.02
494,calama,CL,1601925166.0,-22.47,-68.93,78.8,7.0,0.0,24.16
495,zhukovo,RU,1601925166.0,55.03,36.74,53.6,62.0,100.0,6.71
496,dicabisagan,PH,1601925166.0,17.08,122.42,78.71,83.0,68.0,6.78
497,anloga,GH,1601925166.0,5.79,0.9,80.6,83.0,20.0,10.29
498,guanica,PR,1601924880.0,17.97,-66.91,82.99,75.0,100.0,5.01
500,nikki,BJ,1601925167.0,9.94,3.21,76.66,85.0,97.0,1.97
501,waipawa,NZ,1601924843.0,-41.41,175.52,57.2,71.0,54.0,24.16
502,norman wells,CA,1601924810.0,65.28,-126.83,42.8,81.0,75.0,2.24
503,yulara,AU,1601925167.0,-25.24,130.99,51.8,81.0,90.0,5.82
504,vanderhoof,CA,1601925167.0,54.02,-124.02,61.39,60.0,80.0,8.52
505,ileza,RU,1601925167.0,61.05,43.9,48.29,93.0,100.0,8.25
506,ndele,CF,1601924823.0,8.41,20.65,74.62,87.0,99.0,1.45
507,sisimiut,GL,1601924856.0,66.94,-53.67,28.89,91.0,13.0,3.6
508,biak,ID,1601925167.0,-0.91,122.88,77.07,76.0,100.0,4.12
509,sinop,TR,1601925167.0,41.77,34.87,62.37,44.0,0.0,4.27
510,cloquet,US,1601925014.0,46.72,-92.46,63.0,42.0,1.0,13.87
511,inhambane,MZ,1601925168.0,-23.86,35.38,71.6,78.0,75.0,4.7
512,palanit,PH,1601925168.0,12.32,124.34,80.69,80.0,88.0,0.98
513,severobaykalsk,RU,1601925168.0,55.65,109.32,34.95,86.0,56.0,2.46
514,labrea,BR,1601925168.0,-7.26,-64.8,99.73,35.0,94.0,0.63
515,topolobampo,MX,1601925168.0,25.6,-109.05,98.01,55.0,5.0,5.82
516,sorkjosen,NO,1601925168.0,69.8,20.93,46.4,70.0,20.0,23.04
517,uvalde,US,1601925168.0,29.37,-99.77,88.0,39.0,1.0,4.7
519,fare,PF,1601925169.0,-16.7,-151.02,78.44,78.0,100.0,12.06
521,denpasar,ID,1601925169.0,-8.65,115.22,80.6,94.0,40.0,9.17
522,santa cruz de la palma,ES,1601925169.0,28.68,-17.76,71.6,78.0,75.0,10.29
524,saldanha,ZA,1601924799.0,-33.01,17.94,59.0,82.0,0.0,10.29
525,saint anthony,US,1601924819.0,45.02,-93.22,66.2,42.0,1.0,17.22
526,tazovskiy,RU,1601925169.0,67.47,78.7,32.13,94.0,0.0,13.85
527,bambanglipuro,ID,1601924851.0,-7.95,110.28,75.99,84.0,100.0,12.3
529,muriti,TZ,1601925170.0,-1.98,32.92,75.2,73.0,20.0,8.05
530,vrangel,RU,1601925170.0,42.73,133.08,49.69,78.0,0.0,15.52
531,mufulira,ZM,1601924851.0,-12.55,28.24,77.9,21.0,0.0,9.17
532,palana,RU,1601925170.0,59.12,159.97,38.98,96.0,100.0,5.23
533,asahi,JP,1601925170.0,35.72,140.65,64.4,82.0,75.0,3.36
534,severnoye,RU,1601925170.0,56.35,78.36,30.67,97.0,92.0,8.32
536,maldonado,UY,1601925170.0,-34.67,-54.92,57.2,87.0,75.0,17.22
537,aylmer,CA,1601925159.0,42.77,-80.98,57.99,66.0,75.0,6.93
538,tarauaca,BR,1601925171.0,-8.16,-70.77,94.33,39.0,89.0,2.33
539,hayden,US,1601925171.0,47.77,-116.79,69.01,45.0,1.0,9.17
540,olinda,BR,1601924852.0,-8.01,-34.86,82.4,65.0,40.0,13.87
541,juneau,US,1601925068.0,58.3,-134.42,53.01,81.0,90.0,16.11
542,saint-joseph,RE,1601924819.0,-21.37,55.62,68.0,94.0,81.0,13.87
544,gweta,BW,1601924803.0,-20.18,25.23,83.91,35.0,81.0,12.73
545,bad salzungen,DE,1601925171.0,50.82,10.23,55.0,81.0,100.0,1.01
546,tarnos,FR,1601925171.0,43.54,-1.46,60.8,77.0,90.0,3.36
547,balkanabat,TM,1601924836.0,39.51,54.37,66.54,31.0,100.0,12.55
548,russell,US,1601925171.0,32.35,-85.2,75.99,50.0,1.0,5.06
549,kilindoni,TZ,1601925172.0,-7.91,39.67,77.54,81.0,0.0,11.65
550,bubaque,GW,1601924812.0,11.28,-15.83,81.19,79.0,40.0,10.4
551,goma,CD,1601925172.0,-1.68,29.22,65.73,66.0,0.0,3.83
552,altagracia de orituco,VE,1601925172.0,9.86,-66.38,81.09,84.0,100.0,3.27
553,khuzdar,PK,1601925172.0,27.74,66.64,72.01,20.0,0.0,3.09
554,hofn,IS,1601924813.0,64.25,-15.21,42.8,93.0,90.0,4.7
555,vigrestad,NO,1601925172.0,58.57,5.7,54.0,78.0,100.0,1.01
556,wajid,SO,1601925172.0,3.81,43.25,81.88,54.0,46.0,13.6
557,coahuayana,MX,1601924800.0,18.73,-103.68,82.4,39.0,40.0,17.22
558,campestre,BR,1601925173.0,-21.71,-46.25,90.48,28.0,4.0,4.21
559,villa carlos paz,AR,1601925173.0,-31.42,-64.5,73.0,28.0,0.0,10.0
560,jiexiu,CN,1601925173.0,37.02,111.91,50.34,49.0,100.0,4.34
561,saint-georges,GD,1601925173.0,12.06,-61.75,87.8,70.0,20.0,17.22
562,kangalassy,RU,1601925173.0,62.35,129.96,33.8,96.0,40.0,6.71
564,gedo,ET,1601925173.0,9.02,37.45,49.08,90.0,0.0,3.36
565,lazaro cardenas,MX,1601925173.0,17.96,-102.2,87.67,58.0,44.0,3.15
566,diapaga,BF,1601925173.0,12.07,1.79,85.06,52.0,0.0,5.37
567,price,US,1601925174.0,39.6,-110.81,71.6,14.0,1.0,5.82
568,north bend,US,1601925174.0,43.41,-124.22,66.2,72.0,1.0,4.7
569,skibbereen,IE,1601924824.0,51.55,-9.27,53.6,81.0,75.0,12.75
570,aguimes,ES,1601924840.0,27.91,-15.45,75.0,73.0,40.0,11.41
571,macusani,PE,1601925174.0,-14.08,-70.43,49.46,48.0,10.0,11.99
572,samarai,PG,1601925174.0,-10.62,150.67,77.9,86.0,100.0,15.99
573,boueni,YT,1601925174.0,-12.9,45.08,78.8,74.0,20.0,3.36
574,guerrero,MX,1601925174.0,17.67,-100.0,76.77,36.0,44.0,5.46
575,dwarka,IN,1601925175.0,22.24,68.97,82.18,71.0,0.0,7.76
